Filename,Table name [should match with redivis],Description,URL,Reference,DOI,Original License,Public Reshare?,Derived License,Notes,Contributor,Date
enem_2019_1mil_mt,enem_2019_1mil_mt,Data from the mathematics portion of the 2019 Brazilian ENEM assessment (one million person subsample),https://www.gov.br/inep/pt-br/acesso-a-informacao/dados-abertos/microdados/enem,"Martins, D. M. (2021). Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil. Latin American Journal of Development, 3(5), 2898-2907.",10.46814/lajdv3n5-018,,Public,CC BY 4.0,Data files separated by year-test due to size constraints. Respondent id links across tests within a year and to ENEM microdata,LCM,
enem_2020_1mil_ch,enem_2020_1mil_ch,Data from the natural science portion of the 2020 Brazilian ENEM assessment (one million person subsample),https://www.gov.br/inep/pt-br/acesso-a-informacao/dados-abertos/microdados/enem,"Martins, D. M. (2021). Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil. Latin American Journal of Development, 3(5), 2898-2907.",10.46814/lajdv3n5-018,,Public,CC BY 4.0,Data files separated by year-test due to size constraints. Respondent id links across tests within a year and to ENEM microdata,LCM,
enem_2020_1mil_cn,enem_2020_1mil_cn,Data from the social science portion of the 2020 Brazilian ENEM assessment (one million person subsample),https://www.gov.br/inep/pt-br/acesso-a-informacao/dados-abertos/microdados/enem,"Martins, D. M. (2021). Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil. Latin American Journal of Development, 3(5), 2898-2907.",10.46814/lajdv3n5-018,,Public,CC BY 4.0,Data files separated by year-test due to size constraints. Respondent id links across tests within a year and to ENEM microdata,LCM,
enem_2020_1mil_lc,enem_2020_1mil_lc,Data from the language portion of the 2020 Brazilian ENEM assessment (one million person subsample),https://www.gov.br/inep/pt-br/acesso-a-informacao/dados-abertos/microdados/enem,"Martins, D. M. (2021). Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil. Latin American Journal of Development, 3(5), 2898-2907.",10.46814/lajdv3n5-018,,Public,CC BY 4.0,Data files separated by year-test due to size constraints. Respondent id links across tests within a year and to ENEM microdata,LCM,
enem_2020_1mil_mt,enem_2020_1mil_mt,Data from the mathematics portion of the 2020 Brazilian ENEM assessment (one million person subsample),https://www.gov.br/inep/pt-br/acesso-a-informacao/dados-abertos/microdados/enem,"Martins, D. M. (2021). Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil. Latin American Journal of Development, 3(5), 2898-2907.",10.46814/lajdv3n5-018,,Public,CC BY 4.0,Data files separated by year-test due to size constraints. Respondent id links across tests within a year and to ENEM microdata,LCM,
enem_2021_1mil_ch,enem_2021_1mil_ch,Data from the natural science portion of the 2021 Brazilian ENEM assessment (one million person subsample),https://www.gov.br/inep/pt-br/acesso-a-informacao/dados-abertos/microdados/enem,"Martins, D. M. (2021). Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil. Latin American Journal of Development, 3(5), 2898-2907.",10.46814/lajdv3n5-018,,Public,CC BY 4.0,Data files separated by year-test due to size constraints. Respondent id links across tests within a year and to ENEM microdata,LCM,
enem_2021_1mil_cn,enem_2021_1mil_cn,Data from the social science portion of the 2021 Brazilian ENEM assessment (one million person subsample),https://www.gov.br/inep/pt-br/acesso-a-informacao/dados-abertos/microdados/enem,"Martins, D. M. (2021). Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil. Latin American Journal of Development, 3(5), 2898-2907.",10.46814/lajdv3n5-018,,Public,CC BY 4.0,Data files separated by year-test due to size constraints. Respondent id links across tests within a year and to ENEM microdata,LCM,
enem_2021_1mil_lc,enem_2021_1mil_lc,Data from the language portion of the 2021 Brazilian ENEM assessment (one million person subsample),https://www.gov.br/inep/pt-br/acesso-a-informacao/dados-abertos/microdados/enem,"Martins, D. M. (2021). Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil. Latin American Journal of Development, 3(5), 2898-2907.",10.46814/lajdv3n5-018,,Public,CC BY 4.0,Data files separated by year-test due to size constraints. Respondent id links across tests within a year and to ENEM microdata,LCM,
enem_2021_1mil_mt,enem_2021_1mil_mt,Data from the mathematics portion of the 2021 Brazilian ENEM assessment (one million person subsample),https://www.gov.br/inep/pt-br/acesso-a-informacao/dados-abertos/microdados/enem,"Martins, D. M. (2021). Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil. Latin American Journal of Development, 3(5), 2898-2907.",10.46814/lajdv3n5-018,,Public,CC BY 4.0,Data files separated by year-test due to size constraints. Respondent id links across tests within a year and to ENEM microdata,LCM,
enem_2022_1mil_ch,enem_2022_1mil_ch,Data from the natural science portion of the 2022 Brazilian ENEM assessment (one million person subsample),https://www.gov.br/inep/pt-br/acesso-a-informacao/dados-abertos/microdados/enem,"Martins, D. M. (2021). Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil. Latin American Journal of Development, 3(5), 2898-2907.",10.46814/lajdv3n5-018,,Public,CC BY 4.0,Data files separated by year-test due to size constraints. Respondent id links across tests within a year and to ENEM microdata,LCM,
enem_2022_1mil_cn,enem_2022_1mil_cn,Data from the social science portion of the 2022 Brazilian ENEM assessment (one million person subsample),https://www.gov.br/inep/pt-br/acesso-a-informacao/dados-abertos/microdados/enem,"Martins, D. M. (2021). Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil. Latin American Journal of Development, 3(5), 2898-2907.",10.46814/lajdv3n5-018,,Public,CC BY 4.0,Data files separated by year-test due to size constraints. Respondent id links across tests within a year and to ENEM microdata,LCM,
enem_2022_1mil_lc,enem_2022_1mil_lc,Data from the language portion of the 2022 Brazilian ENEM assessment (one million person subsample),https://www.gov.br/inep/pt-br/acesso-a-informacao/dados-abertos/microdados/enem,"Martins, D. M. (2021). Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil. Latin American Journal of Development, 3(5), 2898-2907.",10.46814/lajdv3n5-018,,Public,CC BY 4.0,Data files separated by year-test due to size constraints. Respondent id links across tests within a year and to ENEM microdata,LCM,
enem_2022_1mil_mt,enem_2022_1mil_mt,Data from the mathematics portion of the 2022 Brazilian ENEM assessment (one million person subsample),https://www.gov.br/inep/pt-br/acesso-a-informacao/dados-abertos/microdados/enem,"Martins, D. M. (2021). Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil. Latin American Journal of Development, 3(5), 2898-2907.",10.46814/lajdv3n5-018,,Public,CC BY 4.0,Data files separated by year-test due to size constraints. Respondent id links across tests within a year and to ENEM microdata,LCM,
estcrm_epia,estcrm_epia,Eysenck Personality Inventory Impulsivity Subscale,https://cran.r-project.org/web/packages/EstCRM/index.html,"Ferrando, P.J.(2002). Theoretical and Empirical Comparison between Two Models for Continuous Item Responses. Multivariate Behavioral Research, 37(4), 521-542.",10.1207/S15327906MBR3704_05,GPL-2 | GPL-3 ,Public,GPL-3,Data modified from original on 3-15-2023,BD,
estcrm_selfeff,estcrm_selfeff,Teaching self-efficacy scale,https://cran.r-project.org/web/packages/EstCRM/index.html,"Kan, A.(2009). Effect of scale response format on psychometric properties in teaching self-efficacy. Euroasian Journal of Educational Research, 34, 215-228.",,GPL-2 | GPL-3 ,Public,GPL-3,Data modified from original on 3-15-2023,BD,
eurpar2_mudfold,eurpar2_mudfold,Political party preference data from Europeans,https://cran.r-project.org/web/packages/mudfold/index.html,"Schuur, H. V. (1984). Structure in political beliefs: A new model for stochastic unfolding with application to European party activists (Doctoral dissertation, Rijksuniversiteit te Groningen).",,GPL-2 | GPL-3 ,Public,GPL-3,Data modified from original on 2-13-2023,BD,
experimental_iq,experimental_iq,Data from an experimental IQ test,http://openpsychometrics.org/_rawdata/,Experimental IQ Test [dataset and codebook]. http://openpsychometrics.org/_rawdata/IQ1.zip,,,Public,CC BY 4.0,,LCM,
face_memory_test,face_memory_test,Data from test where participants were shown pictures of peoples' faces and asked to recall whether they had already seen it,http://openpsychometrics.org/_rawdata/,Exposure Based Face Memory Test [dataset and codebook]. http://openpsychometrics.org/_rawdata/EBFMT.zip,,,Public,CC BY 4.0,,LCM,
fad_dataset1,fad_dataset1,Data on free will and determinism,https://osf.io/t2nsw/,"Liu, Q. L., Wang, F., Yan, W., Peng, K., Sui, J., & Hu, C. (2020). Questionnaire Data From the Revision of a Chinese Version of Free Will and Determinism Plus Scale. Journal of Open Psychology Data. https://osf.io/t2nsw/",10.5334/jopd.49,CC-By Attribution 4.0 International ,Public,CC BY 4.0,Data have been modified. Original data license at: https://creativecommons.org/licenses/by/4.0/,LCM,
fad_dataset2,fad_dataset2,"Data on free will and determinism, dualism/anti-reduction subscale (participants: (1) students in an online Intro to Psych course, (2) students in an in-person, university Intro to Psych course)",https://osf.io/t2nsw/,"Liu, Q. L., Wang, F., Yan, W., Peng, K., Sui, J., & Hu, C. (2020). Questionnaire Data From the Revision of a Chinese Version of Free Will and Determinism Plus Scale. Journal of Open Psychology Data. https://osf.io/t2nsw/",10.5334/jopd.49,CC-By Attribution 4.0 International ,Public,CC BY 4.0,Data have been modified. Original data license at: https://creativecommons.org/licenses/by/4.0/,LCM,
famous_melodies,famous_melodies,Normative ratings of popular melodies (id=song),https://osf.io/wrqzm/,"Belfi, A.M., Kacirek, K. The famous melodies stimulus set. Behav Res 53, 34–48 (2021). https://doi.org/10.3758/s13428-020-01411-6",10.3758/s13428-020-01411-6,email permission 2-16--2024,Public,CC BY 4.0,,BD,
feminist_perspectives,feminist_perspectives,"Data on peoples' feminist perspectives, answered on a scale",http://openpsychometrics.org/_rawdata/,"Henley, N.; Meng, K.; O'Brien, D.; McCarthy, W.; Sockloskie, R. (1998). ""Developing a Scale to Measure the Diversity of Feminist Attitudes"". Psychology of Women Quarterly, 22(2), 317-348. ///Feminist Perspectives Scale [dataset and codebook]. http://openpsychometrics.org/_rawdata/FPS.zip",10.1111/j.1471-6402.1998.tb00158.x,,Public,CC BY 4.0,,LCM,
IPIP-FFM-data-8Nov2018.zip",https://openpsychometrics.org/_rawdata/,"Goldberg, L. R. (1992). The development of markers for the Big-Five factor structure. Psychological assessment, 4(1), 26.",10.1037/1040-3590.4.1.26,,Public,CC BY 4.0,,BD,
IPIP-FFM-data-8Nov2018.zip",https://openpsychometrics.org/_rawdata/,"Goldberg, L. R. (1992). The development of markers for the Big-Five factor structure. Psychological assessment, 4(1), 26.",10.1037/1040-3590.4.1.26,,Public,CC BY 4.0,,BD,
IPIP-FFM-data-8Nov2018.zip",https://openpsychometrics.org/_rawdata/,"Goldberg, L. R. (1992). The development of markers for the Big-Five factor structure. Psychological assessment, 4(1), 26.",10.1037/1040-3590.4.1.26,,Public,CC BY 4.0,,BD,
IPIP-FFM-data-8Nov2018.zip",https://openpsychometrics.org/_rawdata/,"Goldberg, L. R. (1992). The development of markers for the Big-Five factor structure. Psychological assessment, 4(1), 26.",10.1037/1040-3590.4.1.26,,Public,CC BY 4.0,,BD,
IPIP-FFM-data-8Nov2018.zip",https://openpsychometrics.org/_rawdata/,"Goldberg, L. R. (1992). The development of markers for the Big-Five factor structure. Psychological assessment, 4(1), 26.",10.1037/1040-3590.4.1.26,,Public,CC BY 4.0,,BD,
figure_skating,figure_skating,Judges scores for different aspects of international figure skaters' performances (2016-17 and 2017-18 seasons),https://github.com/BuzzFeedNews/figure-skating-scores,"Singer-Vine, J. & Templon, J. (2021). ISU Figure Skating Score Sheets as Structured Data [data set]. BuzzFeed News. https://github.com/BuzzFeedNews/figure-skating-scores",,Creative Commons Attribution 4.0 International (CC BY 4.0),Public,CC BY 4.0,Data modified from original on 7-12-2023. Original license: https://github.com/ccp-eva/vocab/blob/main/LICENSE,LCM,
fims_tam,fims_tam,Math items from FIMS study (Australian and Japanese students),https://cran.r-project.org/web/packages/TAM/index.html,"Robitzsch A, Kiefer T, Wu M (2022). TAM: Test Analysis Modules. R package version 4.1-4, https://CRAN.R-project.org/package=TAM.",,GPL-2 | GPL-3 ,Public,GPL-3,Data modified from original on 1-27-2023,BD,
firstborn_personality,firstborn_personality,Data from a survey with personality items that correlate with being a firstborn child,http://openpsychometrics.org/_rawdata/,(2019). Development of the Firstborn Personality Scale [dataset and codebook]. http://openpsychometrics.org/_rawdata/FBPS-ValidationData.zip,,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License,Public,CC-BY-NC-SA 4.0,Data modified from original on 4-27-2023. Cannot be used for any commercial purpose. Original license: https://creativecommons.org/licenses/by-nc-sa/4.0/,LCM,
",10.1371/journal.pone.0078734,,Public,CC BY 4.0,,LCM,
frac20,frac20,Data from fraction subtraction problems.,https://cran.r-project.org/web/packages/GDINA/index.html,"Tatsuoka, C. (2002). Data analytic methods for latent partially ordered classification models. Journal of the Royal Statistical Society: Series C (Applied Statistics), 51(3), 337-350.",10.1111/1467-9876.00272,GPL-3,Public,GPL-3,Data modified from original on 2-7-2023,BD,
g308_sirt,g308_sirt,Data from C-tests with a testlet structure,https://cran.r-project.org/web/packages/sirt/index.html,"Schroeders, U., Robitzsch, A., & Schipolowski, S. (2014). A Comparison of Different Psychometric Approaches to Modeling Testlet Structures: An Example with C‐Tests. Journal of Educational Measurement, 51(4), 400-418.",10.1111/jedm.12054,GPL-2 | GPL-3 ,Public,GPL-3,Data modified from original on 1-29-2023,BD,
